section,gene,n_spot,r_full,dg,crg,drg
A1,KRT18,345,0.15307231450492656,0.10546631099435887,0.0863285826573277,0.09964900354246785
A1,KRT7,345,0.22969090110687343,0.17124944172045387,0.10736461348761717,0.08203075669491279
A1,LAPTM5,345,0.1900027009931581,0.18969526576717724,0.1540706483550025,0.14594161830116612
A1,LASP1,345,-0.0015048027183910844,-0.02992163247453649,-0.047618728585220066,-0.019914508606824866
A1,LMAN2,345,0.09585605564085403,0.08112034027301683,0.0832684195742611,0.07764413528221216
A1,LMNA,345,0.014669499293041795,0.01807259806593826,0.029999614281489978,0.03607752907789478
A1,LSM4,345,0.04393285484660432,0.027238665768516634,-0.005100091552395695,-0.004190565506356987
A1,MAP3K12,345,0.09433063089808308,0.08902821496493123,0.033224313358558674,0.0381308451968418
A1,MIDN,345,-0.03444926557279751,-0.0465791795555652,-0.0004745505339636525,0.0016018738370604997
A1,MIEN1,345,0.04975640081390327,0.10924261658798025,0.025827191106818016,0.013296476209170347
A1,MLLT6,345,0.2882039335500737,0.2615011293362695,0.09925754088538392,0.09948827887457884
A1,MMACHC,345,0.11274622984287212,0.04746030619877398,0.0586675664450034,0.05495020390002859
A1,MUC1,345,0.06617899107759383,0.07728486592550322,0.12072225482237692,0.1417509453348033
A1,MYL6,345,-0.07998833318018343,-0.05974353451809223,0.029063189303026555,0.05249694724770206
A1,MZT2B,345,-0.02118166186722785,-0.005069974107798616,-0.006107618827077245,0.004967537742224743
A1,NDUFA13,345,0.02659774198360863,0.06764103961387395,0.014136114613134979,0.046117570924985175
A1,NDUFB7,345,-0.02011461615938927,-0.01598330661203841,-0.0015911565342873301,-0.00021797948492271562
A1,NDUFB9,345,0.10253638637491946,0.04148473216543586,-0.015365678586345992,-0.02214537909389056
A1,NUPR1,345,-0.015311656409065835,-0.024773877205924857,-0.009263185415087643,-0.015232591713306442
A1,PCGF2,345,0.049489645271151864,0.040489464540685784,0.007292182170652101,0.01697608105582039
A1,PFDN5,345,0.009850065942078757,0.09018343458998883,0.006202738598712962,0.026634140548464844
