section,patient,panel,target,smooth,n_genes,med_all,mean_all,heg50_mean,top50_testpcc,top100_testpcc
E2,E,hvg737_train,scprep,smooth,737,0.06380841542472449,0.07516063719084348,0.17439765964241094,0.377052190379234,0.3233485618460583
E3,E,hvg737_train,scprep,smooth,737,0.06482118211108708,0.07384587587965177,0.13247765174941453,0.3909190455847412,0.3278444400545068
E1,E,htg785_fixed,cp10k,raw,785,0.015421229242818975,0.01741104619083577,0.062226900490385345,0.1529298663322739,0.12157483334973308
E2,E,htg785_fixed,cp10k,raw,785,0.016431119598488093,0.020770095733094313,0.06548933106487982,0.16961735939238973,0.13200955708064477
E3,E,htg785_fixed,cp10k,raw,785,0.021394764655265568,0.026431280275941653,0.06945219574719672,0.1903523113972723,0.1494187913343759
E1,E,htg785_fixed,cp10k,smooth,785,0.02314582660532,0.025670870364710947,0.079617057614643,0.24801042420117037,0.2082510400788825
E2,E,htg785_fixed,cp10k,smooth,785,0.021163002067097387,0.025253589054940764,0.07939280492926754,0.2541139804544324,0.20736274328363172
E3,E,htg785_fixed,cp10k,smooth,785,0.026876791893482768,0.03477750167076598,0.08852021987199121,0.2833857215702589,0.22698484713186176
E1,E,htg785_fixed,scprep,raw,785,0.026875955547284596,0.02636918403755091,0.058074763676666245,0.17087732191286586,0.13489520669959282
E2,E,htg785_fixed,scprep,raw,785,0.02640937978856417,0.030863253911080968,0.07686424820795866,0.19181095702874898,0.15212508114323048
E3,E,htg785_fixed,scprep,raw,785,0.03143214323340102,0.03682124016675649,0.08150808736986269,0.2063303043949326,0.1619996370710923
E1,E,htg785_fixed,scprep,smooth,785,0.0435406420420592,0.04342378000331239,0.07365655245447104,0.2767660043942456,0.23349623864940408
E2,E,htg785_fixed,scprep,smooth,785,0.04654769281132398,0.04821287520249593,0.09189692592516657,0.2826287941435339,0.2375572042863939
E3,E,htg785_fixed,scprep,smooth,785,0.05263725414334146,0.05467674973998699,0.09511164372777538,0.2881217870615034,0.2400160208942455
F1,F,hvg737_train,cp10k,raw,737,0.023233398403027867,0.02674302679413992,0.06548594358545837,0.16196446117453026,0.13110549664064583
F2,F,hvg737_train,cp10k,raw,737,0.018686818174520066,0.024891904645004233,0.07666593631996507,0.1741099665774823,0.13877190132418563
F3,F,hvg737_train,cp10k,raw,737,0.0052095005201574585,0.011523425653566196,0.0500066808694603,0.15189644215553993,0.1166257158974784
F1,F,hvg737_train,cp10k,smooth,737,0.04326735772848646,0.04019732364862755,0.06984767432344326,0.22525556260841031,0.19121717904638277
F2,F,hvg737_train,cp10k,smooth,737,0.017361700591081636,0.017224737824969964,0.05964627744433661,0.2007257982297793,0.16569344117252438
F3,F,hvg737_train,cp10k,smooth,737,-0.00022291728615100867,0.0032591967582382537,0.04402833371366894,0.1901315107409972,0.15818553451206344
F1,F,hvg737_train,scprep,raw,737,0.01836184642522028,0.02470122458973653,0.06976210392369996,0.1700279636887334,0.1334238776067005
F2,F,hvg737_train,scprep,raw,737,0.012535297051143509,0.019822293999391363,0.07513549100826472,0.17579716803000023,0.1379122261279631
F3,F,hvg737_train,scprep,raw,737,0.008569002387184882,0.013421765215962493,0.047396401320703205,0.15457351962384588,0.11889510134697931
F1,F,hvg737_train,scprep,smooth,737,0.03168307284481967,0.03054242443360772,0.07001322964934144,0.22694558406845336,0.18960402830939624
F2,F,hvg737_train,scprep,smooth,737,0.011160931581517406,0.009802348396507208,0.04905781108166263,0.20711959763615403,0.16812117543441385
F3,F,hvg737_train,scprep,smooth,737,0.0055902760187044945,0.005982788259578884,0.03849527431016847,0.20247451138330042,0.1676480908607654
F1,F,htg785_fixed,cp10k,raw,785,0.009901159035458695,0.01513161358186366,0.037790323786237104,0.1306172898577032,0.1068824178185585
F2,F,htg785_fixed,cp10k,raw,785,0.013680152804585033,0.01714156231508183,0.04597256950413481,0.13942474134284943,0.11327721621901501
F3,F,htg785_fixed,cp10k,raw,785,0.0018544780779691267,0.006213584580849093,0.016684915431640853,0.12691492538740026,0.09854554087187817
F1,F,htg785_fixed,cp10k,smooth,785,0.02157790000177277,0.023124483775919635,0.04011449948864699,0.20827263954477135,0.178149243392886
F2,F,htg785_fixed,cp10k,smooth,785,0.012358739889196392,0.013216040982587536,0.0417312003437238,0.19080619115005948,0.15998765823651712
F3,F,htg785_fixed,cp10k,smooth,785,0.00449035932028107,0.0032751210719350185,-0.003658598274263959,0.1855253957463543,0.15458057805698128
F1,F,htg785_fixed,scprep,raw,785,0.01060064748820041,0.01402183886018337,0.043846908859702376,0.12887313316661828,0.1038203659736578
F2,F,htg785_fixed,scprep,raw,785,0.009123437578889657,0.013327877927822786,0.04947943263203983,0.13263985372619833,0.10600802502544418
F3,F,htg785_fixed,scprep,raw,785,0.0049995586217932856,0.007878799644567818,0.021254607171634396,0.1205555056968283,0.09481829573540701
F1,F,htg785_fixed,scprep,smooth,785,0.014233288533605526,0.014592485965985507,0.035472002365408685,0.20477622622032166,0.17257245232826965
F2,F,htg785_fixed,scprep,smooth,785,0.008612313956502813,0.007974124137668901,0.03661398560204688,0.18859871321194951,0.15725045152996925
F3,F,htg785_fixed,scprep,smooth,785,0.00437742675448739,0.002430370893734587,-0.0025513575997980235,0.19289718667146008,0.1563584516439915
G1,G,hvg737_train,cp10k,raw,737,0.1341958895648261,0.13782894505877666,0.1624533020813476,0.33613969235914654,0.2988547786841665
G2,G,hvg737_train,cp10k,raw,737,0.14192182380311108,0.14891384731142665,0.17371702234381153,0.34810610191755176,0.31099506106684344
G3,G,hvg737_train,cp10k,raw,737,0.1606367903247883,0.16355171423623294,0.18839414873739377,0.34730779736272255,0.3184316136278976
G1,G,hvg737_train,cp10k,smooth,737,0.20665504361704737,0.20400639384785604,0.2033498843989897,0.45771852651125733,0.4226486536739054
G2,G,hvg737_train,cp10k,smooth,737,0.23288361627749313,0.23020139285001892,0.2296704443884158,0.4837524940312051,0.45245278344621126
G3,G,hvg737_train,cp10k,smooth,737,0.24575086671801347,0.247824731214345,0.24973913044074642,0.4815876583886212,0.45231146033113956
G1,G,hvg737_train,scprep,raw,737,0.08857454112710425,0.0951152079952189,0.169522163644657,0.30933967479506647,0.26644896245223515
G2,G,hvg737_train,scprep,raw,737,0.0952272414134485,0.10385598149796808,0.17483739584216657,0.3241394199348079,0.27983533196046106
G3,G,hvg737_train,scprep,raw,737,0.10144444488845189,0.10916516014627708,0.18072738242346773,0.3110475047596091,0.27670178073175067
G1,G,hvg737_train,scprep,smooth,737,0.1336349563059115,0.13512469309521308,0.19483404230978302,0.4133377001620903,0.36873706744840073
G2,G,hvg737_train,scprep,smooth,737,0.14517880619244936,0.1568394448746108,0.2104802986697302,0.4437030225047357,0.4004473012352825
G3,G,hvg737_train,scprep,smooth,737,0.1630132601593748,0.16430489554679337,0.21744029239896656,0.4289028324513589,0.39023499803791417
G1,G,htg785_fixed,cp10k,raw,785,0.08608604681674645,0.09497539703470433,0.1686349436494668,0.2865424713414052,0.24458612731098386
G2,G,htg785_fixed,cp10k,raw,785,0.09212830048690994,0.09951549649708649,0.17490216542964288,0.29296502662070356,0.24648817932945621
G3,G,htg785_fixed,cp10k,raw,785,0.10306184742168922,0.10784440795098295,0.17987499288774367,0.2970644787927428,0.2525696318552862
G1,G,htg785_fixed,cp10k,smooth,785,0.1430125836960672,0.14775142138975772,0.2197424097038453,0.4055163251456534,0.35906620072270484
G2,G,htg785_fixed,cp10k,smooth,785,0.15910972759207273,0.1633421665599469,0.24152823357129116,0.43574619536608056,0.38402855665687957
G3,G,htg785_fixed,cp10k,smooth,785,0.1636310547214173,0.17049385107356482,0.24970461435213914,0.43393225816958897,0.38637836507688617
G1,G,htg785_fixed,scprep,raw,785,0.05551061480625897,0.06354774299524796,0.14700641937312808,0.25653519651917145,0.2116117466816653
G2,G,htg785_fixed,scprep,raw,785,0.05729400852633837,0.06692190347918443,0.16634092175505927,0.2698989556186309,0.21598204982465763
G3,G,htg785_fixed,scprep,raw,785,0.06533336875789537,0.06822216510901684,0.14450603448417942,0.2538149108724216,0.20636704619911786
G1,G,htg785_fixed,scprep,smooth,785,0.08531068578514099,0.09792299778881164,0.1761368029515387,0.35203351925048365,0.3046865342074387
G2,G,htg785_fixed,scprep,smooth,785,0.09764845560062431,0.10837668755452981,0.20693188249467634,0.39122650168855644,0.3288224591349106
G3,G,htg785_fixed,scprep,smooth,785,0.10427199344256334,0.11206798922955413,0.18497881497095958,0.3684937724399665,0.31765295513987996
H1,H,hvg737_train,cp10k,raw,737,0.13175373922710687,0.13111482988990067,0.06918209151927035,0.3250985027073082,0.2888462537111313
H2,H,hvg737_train,cp10k,raw,737,0.1374648424884116,0.14213436625607664,0.08655154396570207,0.3509735865741483,0.3110930541478359
H3,H,hvg737_train,cp10k,raw,737,0.12168028041621236,0.12248099605228452,0.07771064676040605,0.3239479430456664,0.28211003042520033
H1,H,hvg737_train,cp10k,smooth,737,0.26541923342330076,0.24669808187488265,0.11658903947599746,0.5404066019631365,0.5035063979913081
H2,H,hvg737_train,cp10k,smooth,737,0.2753988550429085,0.25747505559887035,0.15432978395996774,0.544149744029965,0.5051480842198504
H3,H,hvg737_train,cp10k,smooth,737,0.23190242409698988,0.2241408456643331,0.1395516577028311,0.5121844928390646,0.4672625046720947
H1,H,hvg737_train,scprep,raw,737,0.08004215068423219,0.08458252609367221,0.0504475950340207,0.2908116022527018,0.25104157074982797
H2,H,hvg737_train,scprep,raw,737,0.07440612666160148,0.08594189454846474,0.06174043801270226,0.3106091462743788,0.26632803739280037
H3,H,hvg737_train,scprep,raw,737,0.07259959510169871,0.07934899765956457,0.056709070797540416,0.2915694013776854,0.24452943560608648
H1,H,hvg737_train,scprep,smooth,737,0.15998638219993325,0.1579663608752886,0.06562800395155759,0.48844653500632096,0.4406794238567046
H2,H,hvg737_train,scprep,smooth,737,0.15493477658834723,0.15443019545816492,0.09967286230980195,0.4879364230999759,0.4418715364646917
H3,H,hvg737_train,scprep,smooth,737,0.1419809248462486,0.144741234917739,0.08943146756421128,0.4649945414717528,0.4145910671777538
H1,H,htg785_fixed,cp10k,raw,785,0.08457711367808775,0.0909252967148921,0.0970010973345672,0.2527165223276414,0.22167237567318382
H2,H,htg785_fixed,cp10k,raw,785,0.10135750680245396,0.10536117332375637,0.10030714627964725,0.2823051715298289,0.2454487838952191
H3,H,htg785_fixed,cp10k,raw,785,0.08368609865421897,0.08877531316164022,0.08974913904114543,0.2552705851903184,0.2215805651445708
H1,H,htg785_fixed,cp10k,smooth,785,0.17731217963937795,0.17631575855854825,0.16772846054539417,0.4603740990144878,0.41526650911416985
H2,H,htg785_fixed,cp10k,smooth,785,0.1964830475700366,0.20325784507082315,0.16614466125767077,0.47870922723563775,0.43567204973879475
H3,H,htg785_fixed,cp10k,smooth,785,0.16878338956702943,0.16965955674827404,0.1616496223962583,0.4246131552732855,0.38441174922591154
H1,H,htg785_fixed,scprep,raw,785,0.04691351352683319,0.05102561765750764,0.046189752180293836,0.20896933283325775,0.17365249547793105
H2,H,htg785_fixed,scprep,raw,785,0.0475801347856304,0.053077339898604976,0.034122283237857064,0.23138998970390695,0.18983812755903173
H3,H,htg785_fixed,scprep,raw,785,0.04341260802093723,0.0492887815253867,0.046584476716399995,0.21096777027315322,0.17456462766881475
H1,H,htg785_fixed,scprep,smooth,785,0.09211243519574265,0.0968535599387415,0.0629656089491464,0.39551231506766293,0.3397934325785236
H2,H,htg785_fixed,scprep,smooth,785,0.09773906204019897,0.09945403271152677,0.04972609670934687,0.3966691544804626,0.3480762083769858
H3,H,htg785_fixed,scprep,smooth,785,0.09003263091907442,0.09396718071243754,0.07558761648044098,0.36262213870591914,0.31422121321165125
