section,gene,r_tech,r_nbr
A1,CTDSP1,0.7875284395635981,0.040951598199088446
A1,TUBB4B,0.775235449324661,0.008247665498702924
A1,SEPT9,0.7729013351658172,0.04720509191415386
A1,HTRA1,0.7826545454313049,0.03854370545519232
A1,OST4,0.7957892970334534,0.27397452992574145
A1,METRN,0.7835981334972625,0.2678711585600078
A1,APP,0.7849714252794222,-0.03782158857011229
A1,SPINT1,0.7776729494177836,0.1336815080644214
A1,MBD3,0.7717088747087523,-0.04275353333816604
A1,SMIM22,0.7808435808518516,-0.07011182728719939
A1,ANAPC11,0.7798549077947089,0.006006978430692158
A1,PSMB8,0.7913690826056872,0.0901002657647487
A1,PLVAP,0.8101083253392791,0.1512990336211678
A1,CARM1,0.7662002482134648,0.09258117706855008
A1,MRPL27,0.7739044784532407,0.07081459909784683
A1,QSOX1,0.7859868034402295,0.03453689159426015
A1,MAZ,0.7434113133436524,0.25387876762047984
A1,NME3,0.7710369676674499,0.05860924138368682
A1,SLC25A1,0.7773459619887269,0.1393615392493466
A1,TMEM238,0.7954459644468378,-0.01932082725044489
A1,FCGRT,0.8058064250434466,0.13516418799462185
A1,WARS,0.7821481513995044,-0.06199059612499058
A1,IRF7,0.795752311496479,-0.03547032002196436
A1,CREB3,0.7851906991522989,0.19289862946406622
A1,C19orf53,0.7678813171125253,0.08062643840707298
A1,BCL7C,0.8091111811893886,-0.017988226255603295
A1,CHCHD10,0.7574425720954941,0.06235615120096137
A1,TMEM205,0.7595543408030351,-0.045238727910374664
A1,DUSP23,0.7579496142916478,0.009050658573700479
A1,B4GALT2,0.7852278715372205,0.04318843647342308
A1,NDUFA10,0.7638185916880463,0.0793745434207784
