section,gene,cross6,binary,oracle
A1,ARPC1B,0.03758489327465224,0.005564848042106277,0.1407680201559101
A1,NME1,0.14765226212862742,0.09388413947258133,0.1875926905824338
A1,CFD,0.011864272535691393,0.061844871184261414,0.10827436858611773
A1,EIF5A,-0.04359693227864769,-0.1057661795643562,0.13703918212639016
A1,MYO1C,0.022688234343186786,-0.03868098677842758,0.1269004478677765
A1,CD14,0.14336459027114914,0.2588255526107563,0.2735492118876505
A1,PCBP2,0.21671446908270195,0.13889474671690802,0.3562173688292804
A1,NECTIN2,0.011643081176824327,-0.03732117872759142,0.24379871924102037
A1,S100A16,0.07710350992127107,0.06939906163029926,0.12420321829773028
A1,MBOAT7,0.09011064107002649,0.09259478658558123,0.15548953398376902
A1,LAPTM4A,0.017961802485906765,0.04580673656553156,0.14058559733296674
A1,LPCAT1,0.1375715712695338,0.16846403467555313,0.20899841217477974
A1,NDUFS8,-0.05949919271147292,-0.059998668253952725,0.14428115931662583
A1,CSDE1,0.13107737314101237,0.10664863757873289,0.1921971901807253
A1,SSR4,0.18486742881132917,0.05945155256612503,0.24817066526814713
A1,MRPS21,0.17936760061229898,0.15041557696404864,0.22798053303950983
A1,FDPS,0.07703157846155989,0.0033772302120970085,0.14581387470167667
A1,ITGB4,-0.19489050374058542,-0.0886268378918522,0.33672149326766093
A1,SRRM2,0.2843483427158655,0.24738795766638302,0.33083589915439965
A1,ARRDC1,-0.03354030708731693,-0.04643759965163112,0.1345726821022813
A1,MAP3K12,0.039389092740437594,-0.2149238177690891,0.2888399855100638
A1,CD63,-0.06074818059839823,-0.0646883914033246,0.10607579574599604
A1,ATP5D,0.0681694942322163,0.012199098237577944,0.15545419070689795
A1,CERS4,0.18639859132818162,0.0784814078626849,0.23004396221688958
A1,AUP1,-0.0613569434153896,-0.030807948229986643,0.11847981827843443
A1,TRIM28,0.039549661306605595,-0.06864220600753328,0.16256613273303297
A1,NR2F6,-0.022295502460815332,-0.03467209105987888,0.10240705976522886
A1,SDF4,0.014141094077187928,-0.027437820565617735,0.23926738762294594
A1,PTGDS,0.22676433241981897,-0.05121375220787337,0.32827767783001444
A1,SNX17,0.01351818924094225,0.09172312410120895,0.18111869893302085
A1,PHPT1,0.027689137971396556,-0.09138345726992658,0.15607469840735788
A1,VCP,0.05614768536481548,0.04203693213610264,0.10339218333034404
A1,JCHAIN,0.18791954906738986,0.2001533070584146,0.2681165935837258
A1,ZNHIT1,-0.05026932206515856,-0.13949653407217114,0.19712905470202235
A1,CDC37,0.09584523961912368,-0.04289713264859235,0.2135982272225954
A1,TNFSF10,0.022444018678964107,0.031706482181292996,0.08301799776128761
A1,CYC1,0.14211881700361484,0.03335936141171367,0.23076872657506683
A1,ACP5,-0.0352299761177546,-0.05314021350282824,0.09186791879079326
